Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-15,2013,3,15,,-2,,-9.4,,-5.7,,23.7,,0,,,M,,M,0.3,,1,,34,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-16,2013,3,16,,-4.7,,-10.4,,-7.6,,25.6,,0,,,M,,M,0.2,,,,33,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-17,2013,3,17,,-3.9,,-10.9,,-7.4,,25.4,,0,,,M,,M,0,,,,34,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-18,2013,3,18,,-1.5,,-13,,-7.3,,25.3,,0,,,M,,M,0,,,,4,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-19,2013,3,19,,-0.4,,-4.5,,-2.5,,20.5,,0,,0,,,M,26,,12,,8,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-20,2013,3,20,,0.3,,-6.1,,-2.9,,20.9,,0,,,M,,M,1.1,,29,,26,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-21,2013,3,21,,1.1,,-4.9,,-1.9,,19.9,,0,,,M,,M,0.2,,23,,25,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-22,2013,3,22,,-0.5,,-5.1,,-2.8,,20.8,,0,,,M,,M,0,,21,,26,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-23,2013,3,23,,2.8,,-4.3,,-0.8,,18.8,,0,,,M,,M,0,,18,,31,,52,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-24,2013,3,24,,3.7,,-3.8,,-0.1,,18.1,,0,,,M,,M,0,,16,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-25,2013,3,25,,7,,-3.3,,1.9,,16.1,,0,,,M,,M,0,,12,,5,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-26,2013,3,26,,7.1,,-2.8,,2.2,,15.8,,0,,,M,,M,0.4,,5,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-27,2013,3,27,,7.8,,-0.9,,3.5,,14.5,,0,,,M,,M,0.4,,1,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-28,2013,3,28,,9.4,,1,,5.2,,12.8,,0,,,M,,M,0.2,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-29,2013,3,29,,8.4,,0.4,,4.4,,13.6,,0,,,M,,M,0,,,,28,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-30,2013,3,30,,9,,-3.5,,2.8,,15.2,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-03-31,2013,3,31,,12.9,,-0.7,,6.1,,11.9,,0,,,M,,M,4.2,,,,20,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-01,2013,4,1,,6.8,,-5.7,,0.6,,17.4,,0,,,M,,M,1.5,,,,26,,67,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-02,2013,4,2,,-0.9,,-6.6,,-3.8,,21.8,,0,,,M,,M,0,,,,27,,59,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-03,2013,4,3,,2.2,,-4.6,,-1.2,,19.2,,0,,,M,,M,0,,,,27,,63,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-04,2013,4,4,,9,,-3.5,,2.8,,15.2,,0,,,M,,M,0,,,,23,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-05,2013,4,5,,6.3,,-4.1,,1.1,,16.9,,0,,,M,,M,0.7,,,,34,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-06,2013,4,6,,2.4,,-6.9,,-2.3,,20.3,,0,,,M,,M,0,,,,29,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-07,2013,4,7,,12.9,,0.5,,6.7,,11.3,,0,,,M,,M,0,,,,15,,54,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-08,2013,4,8,,9,,2.5,,5.8,,12.2,,0,,,M,,M,2.9,,,,28,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-09,2013,4,9,,8.9,,1.7,,5.3,,12.7,,0,,,M,,M,11.7,,,,5,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-10,2013,4,10,,10,,2,,6,,12,,0,,,M,,M,0,,,,3,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-11,2013,4,11,,3.7,,-1.6,,1.1,,16.9,,0,,,M,,M,0,,,,5,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-12,2013,4,12,,2.1,,-1.4,,0.4,,17.6,,0,,0,,,M,19.5,,,,4,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-13,2013,4,13,,5.8,,1.6,,3.7,,14.3,,0,,,M,,M,0.7,,3,,24,,44,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-14,2013,4,14,,9.3,,2.1,,5.7,,12.3,,0,,,M,,M,0.2,,,,28,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-15,2013,4,15,,13.6,,-0.6,,6.5,,11.5,,0,,,M,,M,0.2,,,,14,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-16,2013,4,16,,13.7,,5.8,,9.8,,8.2,,0,,,M,,M,8,,,,25,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-17,2013,4,17,,13.2,,2.7,,8,,10,,0,,,M,,M,0,,,,31,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-18,2013,4,18,,16.6,,4.5,,10.6,,7.4,,0,,,M,,M,0,,,,13,,52,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-19,2013,4,19,,21.6,,6.6,,14.1,,3.9,,0,,,M,,M,2.7,,,,27,,82,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-20,2013,4,20,,9,,-0.5,,4.3,,13.7,,0,,,M,,M,0.4,,,,25,,61,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-21,2013,4,21,,6.7,,-2.8,,2,,16,,0,,,M,,M,0,,,,31,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-22,2013,4,22,,14.4,,-0.1,,7.2,,10.8,,0,,,M,,M,0,,,,13,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-23,2013,4,23,,14.8,,2.6,,8.7,,9.3,,0,,,M,,M,0,,,,14,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-24,2013,4,24,,21.7,,5.4,,13.6,,4.4,,0,,,M,,M,3.5,,,,26,,78,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-25,2013,4,25,,11.2,,3.2,,7.2,,10.8,,0,,,M,,M,0,,,,26,,70,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-26,2013,4,26,,11.2,,1.7,,6.5,,11.5,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-27,2013,4,27,,15.7,,2.4,,9.1,,8.9,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-28,2013,4,28,,21.3,,2.9,,12.1,,5.9,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-29,2013,4,29,,21.9,,9.9,,15.9,,2.1,,0,,,M,,M,0,,,,15,,44,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-04-30,2013,4,30,,22.1,,11.6,,16.9,,1.1,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-01,2013,5,1,,26.2,,9.7,,18,,0,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-02,2013,5,2,,25.3,,11.7,,18.5,,0,,0.5,,,M,,M,0,,,,3,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-03,2013,5,3,,22.9,,10.4,,16.7,,1.3,,0,,,M,,M,0,,,,14,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-04,2013,5,4,,24.6,,9.2,,16.9,,1.1,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-05,2013,5,5,,26.6,,11.4,,19,,0,,1,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-06,2013,5,6,,26.9,,10.3,,18.6,,0,,0.6,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-07,2013,5,7,,28.2,,10.9,,19.6,,0,,1.6,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-08,2013,5,8,,28.7,,12.2,,20.5,,0,,2.5,,,M,,M,0.2,,,,17,,50,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-09,2013,5,9,,24.7,,16.3,,20.5,,0,,2.5,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-10,2013,5,10,,20.7,,11,,15.9,,2.1,,0,,,M,,M,0,,,,5,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-11,2013,5,11,,18.8,,10.2,,14.5,,3.5,,0,,,M,,M,14.1,,,,27,,54,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-12,2013,5,12,,13.5,,3.9,,8.7,,9.3,,0,,,M,,M,0,,,,26,,67,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-13,2013,5,13,,10.2,,1.5,,5.9,,12.1,,0,,,M,,M,0,,,,25,,54,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2013-05-14,2013,5,14,,14.6,,-0.2,,7.2,,10.8,,0,,,M,,M,0,,,,30,,33,
