Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-18,2004,1,18,,-7.8,,-13.8,,-10.8,,28.8,,0,,,M,,M,3.3,,13,,27,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-19,2004,1,19,,-9.5,,-14.9,,-12.2,,30.2,,0,,,M,,M,1,,11,,25,,44,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-20,2004,1,20,,-11,,-14.2,,-12.6,,30.6,,0,,,M,,M,0,,10,,25,,50,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-21,2004,1,21,,-12,,-14.8,,-13.4,,31.4,,0,,,M,,M,,M,10,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-22,2004,1,22,,-3.3,,-17.5,,-10.4,,28.4,,0,,,M,,M,3.1,,13,,28,,56,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-23,2004,1,23,,-17.5,,-21.7,,-19.6,,37.6,,0,,,M,,M,,M,10,,27,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-24,2004,1,24,,-20.9,,-24.6,,-22.8,,40.8,,0,,,M,,M,0,,10,,25,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-25,2004,1,25,,-19.1,,-26.4,,-22.8,,40.8,,0,,,M,,M,0,,9,,26,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-26,2004,1,26,,-19.8,,-25.9,,-22.9,,40.9,,0,,,M,,M,0,,9,,5,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-27,2004,1,27,,-12.7,,-22.9,,-17.8,,35.8,,0,,,M,,M,0,,9,,5,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-28,2004,1,28,,-8.2,,-14.8,,-11.5,,29.5,,0,,,M,,M,1.2,,9,,26,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-29,2004,1,29,,-8.2,,-15.2,,-11.7,,29.7,,0,,,M,,M,0,,9,,26,,59,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-30,2004,1,30,,-14,,-16.3,,-15.2,,33.2,,0,,,M,,M,0,,9,,26,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-01-31,2004,1,31,,-11.1,,-15.8,,-13.5,,31.5,,0,,,M,,M,1.1,,9,,25,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-01,2004,2,1,,-6.1,,-12.4,,-9.3,,27.3,,0,,,M,,M,0,,12,,23,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-02,2004,2,2,,-3.2,,-12.8,,-8,,26,,0,,,M,,M,0,,11,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-03,2004,2,3,,1.2,,-12.3,,-5.6,,23.6,,0,,,M,,M,11.3,,11,,14,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-04,2004,2,4,,-0.3,,-8.3,,-4.3,,22.3,,0,,,M,,M,3.2,,32,,26,,65,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-05,2004,2,5,,-7.4,,-14,,-10.7,,28.7,,0,,,M,,M,0,,11,,29,,44,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-06,2004,2,6,,-6.8,,-14.3,,-10.6,,28.6,,0,,,M,,M,6.2,,11,,5,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-07,2004,2,7,,-5.7,,-15.5,,-10.6,,28.6,,0,,,M,,M,2,,13,,29,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-08,2004,2,8,,-5.3,,-19.1,,-12.2,,30.2,,0,,,M,,M,0,,13,,28,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-09,2004,2,9,,2.1,,-9.6,,-3.8,,21.8,,0,,,M,,M,0,,13,,24,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-10,2004,2,10,,1.7,,-3.7,,-1,,19,,0,,,M,,M,1.1,,13,,26,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-11,2004,2,11,,-2.5,,-15.8,,-9.2,,27.2,,0,,,M,,M,0,,13,,28,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-12,2004,2,12,,-8.6,,-17.6,,-13.1,,31.1,,0,,,M,,M,,M,13,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-13,2004,2,13,,-0.1,,-11.6,,-5.9,,23.9,,0,,,M,,M,1,,13,,25,,56,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-14,2004,2,14,,-1.8,,-19.9,,-10.9,,28.9,,0,,,M,,M,0,,13,,24,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-15,2004,2,15,,-16.2,,-24.3,,-20.3,,38.3,,0,,,M,,M,0,,12,,25,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-16,2004,2,16,,-11.3,,-20.2,,-15.8,,33.8,,0,,,M,,M,0,,11,,28,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-17,2004,2,17,,-8.7,,-19.8,,-14.3,,32.3,,0,,,M,,M,0,,11,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-18,2004,2,18,,-1.7,,-17.9,,-9.8,,27.8,,0,,,M,,M,0,,11,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-19,2004,2,19,,-1.8,,-9.9,,-5.9,,23.9,,0,,,M,,M,0,,11,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-20,2004,2,20,,-0.4,,-8.9,,-4.7,,22.7,,0,,,M,,M,1,,11,,8,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-21,2004,2,21,,1.4,,-1.4,,0,,18,,0,,,M,,M,5.4,,16,,15,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-22,2004,2,22,,-0.7,,-6.8,,-3.8,,21.8,,0,,,M,,M,1.4,,14,,27,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-23,2004,2,23,,-3,,-13.8,,-8.4,,26.4,,0,,,M,,M,0,,14,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-24,2004,2,24,,-5,,-17.2,,-11.1,,29.1,,0,,,M,,M,0,,14,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-25,2004,2,25,,-0.2,,-16.2,,-8.2,,26.2,,0,,,M,,M,0,,14,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-26,2004,2,26,,-1.6,,-13.1,,-7.4,,25.4,,0,,,M,,M,0,,14,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-27,2004,2,27,,-1.1,,-15.1,,-8.1,,26.1,,0,,,M,,M,0,,13,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-28,2004,2,28,,4.1,,-9.2,,-2.6,,20.6,,0,,,M,,M,0,,14,,25,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-02-29,2004,2,29,,5.3,,-0.8,,2.3,,15.7,,0,,,M,,M,0,,13,,24,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-01,2004,3,1,,6.6,,-4.3,,1.2,,16.8,,0,,,M,,M,,M,11,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-02,2004,3,2,,8.6,,1.7,,5.2,,12.8,,0,,,M,,M,2.4,,9,,25,,59,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-03,2004,3,3,,3.7,,0.2,,2,,16,,0,,,M,,M,0,,6,,25,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-04,2004,3,4,,3.4,,-0.4,,1.5,,16.5,,0,,,M,,M,1,,6,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-05,2004,3,5,,5,,0.5,,2.8,,15.2,,0,,,M,,M,19.9,,6,,14,,44,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-06,2004,3,6,,7.1,,-2.3,,2.4,,15.6,,0,,,M,,M,0,,5,,24,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-07,2004,3,7,,0.3,,-4.6,,-2.2,,20.2,,0,,,M,,M,0,,4,,29,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-08,2004,3,8,,0.5,,-3.8,,-1.7,,19.7,,0,,,M,,M,0,,4,,4,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-09,2004,3,9,,0.6,,-6,,-2.7,,20.7,,0,,,M,,M,0,,3,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-10,2004,3,10,,4.9,,-7.4,E,-1.3,E,19.3,E,0,E,,M,,M,,M,3,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-11,2004,3,11,,7,,-5.3,,0.9,,17.1,,0,,,M,,M,,M,3,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-12,2004,3,12,,5,,-5.7,,-0.4,,18.4,,0,,,M,,M,0,,3,,25,,56,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-13,2004,3,13,,-2.6,,-9.4,,-6,,24,,0,,,M,,M,0,,3,,26,,52,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-14,2004,3,14,,2,,-9.7,,-3.9,,21.9,,0,,,M,,M,1,,3,,12,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-15,2004,3,15,,5,,-5.8,,-0.4,,18.4,,0,,,M,,M,0,,3,,25,,59,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-16,2004,3,16,,-5.5,,-8.9,,-7.2,,25.2,,0,,,M,,M,0,,3,,4,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-17,2004,3,17,,-2.9,,-9,,-6,,24,,0,,,M,,M,0,,3,,3,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-18,2004,3,18,,-2.1,,-9.5,,-5.8,,23.8,,0,,,M,,M,0,,3,,3,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-19,2004,3,19,,1.3,,-8,,-3.4,,21.4,,0,,,M,,M,1.1,,3,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-20,2004,3,20,,1.2,,-4.8,,-1.8,,19.8,,0,,,M,,M,5.4,,3,,15,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-21,2004,3,21,,2.2,,-10.7,,-4.3,,22.3,,0,,,M,,M,1.2,,7,,29,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-22,2004,3,22,,-8.5,,-16.2,,-12.4,,30.4,,0,,,M,,M,0,,5,,26,,54,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-23,2004,3,23,,1.3,,-10.3,,-4.5,,22.5,,0,,,M,,M,3.7,,5,,23,,59,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-24,2004,3,24,,3.5,,-13.7,,-5.1,,23.1,,0,,,M,,M,0,,7,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-25,2004,3,25,,6,,-1.1,,2.5,,15.5,,0,,,M,,M,6.6,,5,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-26,2004,3,26,,14.5,,4.5,,9.5,,8.5,,0,,,M,,M,4.9,,5,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-27,2004,3,27,,8.4,,2.7,,5.6,,12.4,,0,,,M,,M,0,,4,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-28,2004,3,28,,6.9,,0.1,,3.5,,14.5,,0,,,M,,M,0,,3,,3,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-29,2004,3,29,,14.3,,-1.9,,6.2,,11.8,,0,,,M,,M,0,,3,,12,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-30,2004,3,30,,15.2,,1.7,,8.5,,9.5,,0,,,M,,M,0,,3,,13,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-03-31,2004,3,31,,9.4,,1.9,,5.7,,12.3,,0,,,M,,M,2.4,,6,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-01,2004,4,1,,5.5,,2.4,,4,,14,,0,,,M,,M,1,,5,,4,,57,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-02,2004,4,2,,3.5,,2,,2.8,,15.2,,0,,,M,,M,4.2,,5,,4,,57,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-03,2004,4,3,,7.1,,1.6,,4.4,,13.6,,0,,,M,,M,0,,5,,3,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-04,2004,4,4,,5,,-5.3,,-0.2,,18.2,,0,,,M,,M,,M,4,,36,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-05,2004,4,5,,0.3,,-9.2,,-4.5,,22.5,,0,,,M,,M,1,,9,,26,,54,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-06,2004,4,6,,7.4,,-6.4,,0.5,,17.5,,0,,,M,,M,0,,6,,28,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-07,2004,4,7,,10.1,,-2.5,,3.8,,14.2,,0,,,M,,M,1,,4,,28,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-08,2004,4,8,,9.2,,-1,,4.1,,13.9,,0,,,M,,M,0,,4,,24,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-09,2004,4,9,,8.1,,-1.2,,3.5,,14.5,,0,,,M,,M,0,,4,,27,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-10,2004,4,10,,4.9,,-1.4,,1.8,,16.2,,0,,,M,,M,0,,4,,26,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-11,2004,4,11,,5.1,,-4,,0.6,,17.4,,0,,,M,,M,0,,4,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-12,2004,4,12,,9.1,,-3.7,,2.7,,15.3,,0,,,M,,M,,M,4,,4,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-13,2004,4,13,,6.4,,1.6,,4,,14,,0,,,M,,M,24.5,,4,,15,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-14,2004,4,14,,9.8,,0.5,,5.2,,12.8,,0,,,M,,M,2.2,,5,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-15,2004,4,15,,9.4,,0.2,,4.8,,13.2,,0,,,M,,M,0,,3,,3,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-16,2004,4,16,,11.1,,-1.5,,4.8,,13.2,,0,,,M,,M,0,,3,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-17,2004,4,17,,14.2,,4.5,,9.4,,8.6,,0,,,M,,M,3.8,,3,,33,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-18,2004,4,18,,13.1,,1.1,,7.1,,10.9,,0,,,M,,M,2.5,,3,,14,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-19,2004,4,19,,22.8,,5.6,,14.2,,3.8,,0,,,M,,M,5.1,,3,,25,,72,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-20,2004,4,20,,,M,2.2,E,,M,,M,,M,,M,,M,,M,3,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-21,2004,4,21,,,M,,M,,M,,M,,M,,M,,M,,M,1,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-22,2004,4,22,,,M,,M,,M,,M,,M,,M,,M,,M,1,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-23,2004,4,23,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-24,2004,4,24,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-25,2004,4,25,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-26,2004,4,26,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-27,2004,4,27,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-28,2004,4,28,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-29,2004,4,29,,,M,,M,,M,,M,,M,,M,,M,,M,0,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-04-30,2004,4,30,,,M,,M,,M,,M,,M,,M,,M,,M,0,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-01,2004,5,1,,,M,,M,,M,,M,,M,,M,,M,,M,0,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-02,2004,5,2,,,M,,M,,M,,M,,M,,M,,M,,M,0,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-03,2004,5,3,,,M,,M,,M,,M,,M,,M,,M,,M,0,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-04,2004,5,4,,,M,,M,,M,,M,,M,,M,,M,,M,0,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-05,2004,5,5,,,M,,M,,M,,M,,M,,M,,M,,M,0,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-06,2004,5,6,,,M,,M,,M,,M,,M,,M,,M,,M,0,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-07,2004,5,7,,,M,,M,,M,,M,,M,,M,,M,,M,0,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-08,2004,5,8,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-09,2004,5,9,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-10,2004,5,10,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-11,2004,5,11,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-12,2004,5,12,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-13,2004,5,13,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2004-05-14,2004,5,14,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
