Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-20,2003,1,20,,-7.3,,-19,,-13.2,,31.2,,0,,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-21,2003,1,21,,-18.8,,-23.3,,-21.1,,39.1,,0,,,M,,M,0,,,,24,,50,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-22,2003,1,22,,-19.8,,-25.3,,-22.6,,40.6,,0,,,M,,M,0,,4,,26,,52,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-23,2003,1,23,,-15.7,,-21,,-18.4,,36.4,,0,,,M,,M,0,,4,,30,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-24,2003,1,24,,-13.2,E,-19.7,E,-16.5,E,34.5,E,0,E,,M,,M,0,,4,,,M,,M
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-25,2003,1,25,,-5.3,,-17.5,,-11.4,,29.4,,0,,,M,,M,,M,4,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-26,2003,1,26,,-5.1,,-18.8,,-12,,30,,0,,,M,,M,2.1,,8,,21,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-27,2003,1,27,,-18.1,,-26.2,,-22.2,,40.2,,0,,,M,,M,0,,8,,26,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-28,2003,1,28,,-13.3,,-25.5,,-19.4,,37.4,,0,,,M,,M,0,,7,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-29,2003,1,29,,-7.4,,-18.2,,-12.8,,30.8,,0,,,M,,M,1.2,,7,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-30,2003,1,30,,-4.9,,-21.1,,-13,,31,,0,,,M,,M,0,,7,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-01-31,2003,1,31,,,M,-16.7,E,,M,,M,,M,,M,,M,,M,7,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-01,2003,2,1,,0.4,,-5.1,,-2.4,,20.4,,0,,,M,,M,0,,7,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-02,2003,2,2,,2.8,,-2,,0.4,,17.6,,0,,,M,,M,0,,6,,29,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-03,2003,2,3,,-1.1,,-7.4,,-4.3,,22.3,,0,,,M,,M,0,,6,,28,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-04,2003,2,4,,2.8,,-8.1,,-2.7,,20.7,,0,,,M,,M,21.8,,6,,26,,72,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-05,2003,2,5,,-8,,-14,,-11,,29,,0,,,M,,M,0,,5,,26,,69,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-06,2003,2,6,,-5.7,,-16.3,,-11,,29,,0,,,M,,M,0,,5,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-07,2003,2,7,,-5.7,,-14.8,,-10.3,,28.3,,0,,,M,,M,1.1,,7,,2,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-08,2003,2,8,,-3.7,,-16.3,,-10,,28,,0,,,M,,M,0,,6,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-09,2003,2,9,,-4.5,,-13.9,,-9.2,,27.2,,0,,,M,,M,1.2,,7,,30,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-10,2003,2,10,,-3.7,,-14.8,,-9.3,,27.3,,0,,,M,,M,1.2,,5,,32,,52,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-11,2003,2,11,,-14.5,,-25.1,,-19.8,,37.8,,0,,,M,,M,0,,5,,29,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-12,2003,2,12,,-11.3,,-21.4,,-16.4,,34.4,,0,,,M,,M,1.2,,8,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-13,2003,2,13,,-19.3,,-25.4,,-22.4,,40.4,,0,,,M,,M,0,,5,,27,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-14,2003,2,14,,-16.3,,-25.3,,-20.8,,38.8,,0,,,M,,M,0,,5,,26,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-15,2003,2,15,,-18.3,,-26.2,,-22.3,,40.3,,0,,,M,,M,0,,5,,26,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-16,2003,2,16,,-19,,-26.2,,-22.6,,40.6,,0,,,M,,M,0,,5,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-17,2003,2,17,,-12.7,,-22.8,,-17.8,,35.8,,0,,,M,,M,0,,5,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-18,2003,2,18,,-4.9,,-13.1,,-9,,27,,0,,,M,,M,0,,4,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-19,2003,2,19,,1.6,,-7.6,,-3,,21,,0,,,M,,M,1.2,,4,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-20,2003,2,20,,2.1,,-3.6,,-0.8,,18.8,,0,,,M,,M,0,,5,,23,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-21,2003,2,21,,4.3,,-3.8,,0.3,,17.7,,0,,,M,,M,0,,4,,23,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-22,2003,2,22,,-3.5,,-7.1,,-5.3,,23.3,,0,,,M,,M,,M,4,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-23,2003,2,23,,-3.9,,-12.6,,-8.3,,26.3,,0,,,M,,M,19.3,,10,,4,,56,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-24,2003,2,24,,-11.7,,-16.6,,-14.2,,32.2,,0,,,M,,M,1.1,,12,,28,,44,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-25,2003,2,25,,-14,,-21.2,,-17.6,,35.6,,0,,,M,,M,0,,12,,27,,44,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-26,2003,2,26,,-10.5,,-23.6,,-17.1,,35.1,,0,,,M,,M,0,,11,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-27,2003,2,27,,-4.8,,-19.6,,-12.2,,30.2,,0,,,M,,M,0,,12,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-02-28,2003,2,28,,-2.5,,-15.8,,-9.2,,27.2,,0,,,M,,M,0,,12,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-01,2003,3,1,,1.7,,-14.4,,-6.4,,24.4,,0,,,M,,M,0,,11,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-02,2003,3,2,,2,,-19.9,,-9,,27,,0,,,M,,M,8.2,,12,,26,,56,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-03,2003,3,3,,-19,,-27,,-23,,41,,0,,,M,,M,0,,14,,28,,54,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-04,2003,3,4,,-5.3,,-22.1,,-13.7,,31.7,,0,,,M,,M,2.4,,14,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-05,2003,3,5,,-5.2,,-10.5,,-7.9,,25.9,,0,,,M,,M,10.6,,21,,4,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-06,2003,3,6,,-8.2,,-20.7,,-14.5,,32.5,,0,,,M,,M,0,,23,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-07,2003,3,7,,-4.6,,-22,,-13.3,,31.3,,0,,,M,,M,0,,22,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-08,2003,3,8,,0.4,,-7.1,,-3.4,,21.4,,0,,,M,,M,10.4,,21,,24,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-09,2003,3,9,,-2.6,,-16,,-9.3,,27.3,,0,,,M,,M,2.6,,28,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-10,2003,3,10,,-11.9,,-15.7,,-13.8,,31.8,,0,,,M,,M,0,,20,,28,,52,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-11,2003,3,11,,-3.2,,-14.4,,-8.8,,26.8,,0,,,M,,M,0,,19,,20,,52,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-12,2003,3,12,,2.3,,-10.1,,-3.9,,21.9,,0,,,M,,M,1,,19,,28,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-13,2003,3,13,,-8.1,,-15.8,,-12,,30,,0,,,M,,M,0,,18,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-14,2003,3,14,,-6.2,,-18.8,,-12.5,,30.5,,0,,,M,,M,0,,18,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-15,2003,3,15,,1.3,,-8.9,,-3.8,,21.8,,0,,,M,,M,2.8,,20,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-16,2003,3,16,,6.2,,-10.1,,-2,,20,,0,,,M,,M,0,,19,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-17,2003,3,17,,5.7,,0.1,,2.9,,15.1,,0,,,M,,M,0,,16,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-18,2003,3,18,,4.1,,-4.6,,-0.3,,18.3,,0,,,M,,M,0,,10,,3,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-19,2003,3,19,,0.4,,-7.5,,-3.6,,21.6,,0,,,M,,M,0,,10,,4,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-20,2003,3,20,,2.8,,-7,,-2.1,,20.1,,0,,,M,,M,23,,10,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-21,2003,3,21,,,M,0.6,E,,M,,M,,M,,M,,M,,M,9,,,M,,M
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-22,2003,3,22,,,,,,,,,,,,,,,,,,,,,,,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-23,2003,3,23,,,,,,,,,,,,,,,,,,,,,,,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-24,2003,3,24,,,,,,,,,,,,,,,,,,,,,,,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-25,2003,3,25,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-26,2003,3,26,,8.2,,1.3,,4.8,,13.2,,0,,,M,,M,,M,3,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-27,2003,3,27,,7.9,,-1.2,,3.4,,14.6,,0,,,M,,M,0,,3,,25,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-28,2003,3,28,,11.7,,-1.2,,5.3,,12.7,,0,,,M,,M,0,,2,,15,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-29,2003,3,29,,13.6,,3.1,,8.4,,9.6,,0,,,M,,M,6.2,,2,,27,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-30,2003,3,30,,3.2,,-3,,0.1,,17.9,,0,,,M,,M,1.2,,2,,26,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-03-31,2003,3,31,,-1.3,,-7.8,,-4.6,,22.6,,0,,,M,,M,1,,3,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-01,2003,4,1,,-0.4,,-9.7,,-5.1,,23.1,,0,,,M,,M,0,,2,,15,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-02,2003,4,2,,2.9,,-2.7,,0.1,,17.9,,0,,,M,,M,0,,2,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-03,2003,4,3,,0.2,,-4,,-1.9,,19.9,,0,,,M,,M,0,,2,,3,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-04,2003,4,4,,-2.7,,-8.2,,-5.5,,23.5,,0,,,M,,M,0,,2,,4,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-05,2003,4,5,,1.3,,-4.9,,-1.8,,19.8,,0,,,M,,M,11,,2,,25,,50,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-06,2003,4,6,,-0.3,,-7.8,,-4.1,,22.1,,0,,,M,,M,1.6,,4,,27,,50,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-07,2003,4,7,,-1.6,,-8.9,,-5.3,,23.3,,0,,,M,,M,0,,2,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-08,2003,4,8,,0.3,,-4.4,,-2.1,,20.1,,0,,,M,,M,0,,2,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-09,2003,4,9,,5.7,,-3.9,,0.9,,17.1,,0,,,M,,M,0,,2,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-10,2003,4,10,,11.8,,-3,,4.4,,13.6,,0,,,M,,M,1.1,,2,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-11,2003,4,11,,14,,-1.3,,6.4,,11.6,,0,,,M,,M,0,,2,,13,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-12,2003,4,12,,15.2,,-0.6,,7.3,,10.7,,0,,,M,,M,0,,2,,32,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-13,2003,4,13,,8.9,,-3.4,,2.8,,15.2,,0,,,M,,M,0,,2,,25,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-14,2003,4,14,,16,,-1.2,,7.4,,10.6,,0,,,M,,M,2.4,,2,,22,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-15,2003,4,15,,18.8,,7.2,,13,,5,,0,,,M,,M,12,,2,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-16,2003,4,16,,7.2,,-5.1,,1.1,,16.9,,0,,,M,,M,2.2,,2,,34,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-17,2003,4,17,,0.4,,-8,,-3.8,,21.8,,0,,,M,,M,0,,2,,3,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-18,2003,4,18,,12.1,,-2.5,,4.8,,13.2,,0,,,M,,M,0,,,,14,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-19,2003,4,19,,14.8,,3.4,,9.1,,8.9,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-20,2003,4,20,,23.3,,6.1,,14.7,,3.3,,0,,,M,,M,1,,,,15,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-21,2003,4,21,,15.7,,7.7,,11.7,,6.3,,0,,,M,,M,13.4,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-22,2003,4,22,,11.5,,5.3,,8.4,,9.6,,0,,,M,,M,1.2,,,,25,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-23,2003,4,23,,5.4,,1.5,,3.5,,14.5,,0,,,M,,M,11.2,,,,25,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-24,2003,4,24,,4.8,,-0.2,,2.3,,15.7,,0,,,M,,M,2,,2,,27,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-25,2003,4,25,,8.2,,-2.9,,2.7,,15.3,,0,,,M,,M,0,,2,,27,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-26,2003,4,26,,8.5,,1.6,,5.1,,12.9,,0,,,M,,M,14,,2,,5,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-27,2003,4,27,,14.7,,5.3,,10,,8,,0,,,M,,M,0,,2,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-28,2003,4,28,,24,,6,,15,,3,,0,,,M,,M,1.1,,,,22,,59,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-29,2003,4,29,,14.3,,6.2,,10.3,,7.7,,0,,,M,,M,0,,,,27,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-04-30,2003,4,30,,13.9,,1.7,,7.8,,10.2,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-01,2003,5,1,,14.2,,6.6,,10.4,,7.6,,0,,,M,,M,0,,,,14,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-02,2003,5,2,,9.7,,3.1,,6.4,,11.6,,0,,,M,,M,0,,,,3,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-03,2003,5,3,,12.6,,1.6,,7.1,,10.9,,0,,,M,,M,0,,,,1,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-04,2003,5,4,,20.1,,4.9,,12.5,,5.5,,0,,,M,,M,0,,,,20,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-05,2003,5,5,,22.5,,7.3,,14.9,,3.1,,0,,,M,,M,0,,,,17,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-06,2003,5,6,,15.4,,7.8,,11.6,,6.4,,0,,,M,,M,0,,,,15,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-07,2003,5,7,,15.5,,7.2,,11.4,,6.6,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-08,2003,5,8,,20.8,,5,,12.9,,5.1,,0,,,M,,M,0,,,,2,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-09,2003,5,9,,13,,5.2,,9.1,,8.9,,0,,,M,,M,0,,,,2,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-10,2003,5,10,,17.8,,4.1,,11,,7,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-11,2003,5,11,,19.5,,7,,13.3,,4.7,,0,,,M,,M,0,,,,14,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-12,2003,5,12,,14.8,,9.4,,12.1,,5.9,,0,,,M,,M,0,,,,17,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-13,2003,5,13,,11.6,,7.9,,9.8,,8.2,,0,,,M,,M,0,,,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2003-05-14,2003,5,14,,14.8,,7.9,,11.4,,6.6,,0,,,M,,M,0,,,,,,<31,
